Date : 2024-01-01 05:22:32
Directory : d:\share2\electron-vue\src
Total : 182 files,  258424 codes, 6617 comments, 1028 blanks, all 266069 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| d:\share2\electron-vue\src\schema\schemaComponent\tableView.ts                    | TypeScript |         32 |          0 |          3 |         35 |
| d:\share2\electron-vue\src\schema\selectEdit.ts                                   | TypeScript |         56 |          1 |          2 |         59 |
| d:\share2\electron-vue\src\schema\selectEditFn.ts                                 | TypeScript |         24 |          0 |          4 |         28 |
| d:\share2\electron-vue\src\schema\system.ts                                       | TypeScript |        321 |         25 |          6 |        352 |
| d:\share2\electron-vue\src\schema\tab.ts                                          | TypeScript |        101 |          0 |          5 |        106 |
| d:\share2\electron-vue\src\schema\tabForm.ts                                      | TypeScript |         41 |          0 |          4 |         45 |
| d:\share2\electron-vue\src\schema\table.ts                                        | TypeScript |        400 |         19 |          6 |        425 |
| d:\share2\electron-vue\src\schema\tableColumnCom\allCom.ts                        | TypeScript |          4 |          0 |          3 |          7 |
| d:\share2\electron-vue\src\schema\tableColumnCom\checkboxCom.ts                   | TypeScript |         55 |          2 |          1 |         58 |
| d:\share2\electron-vue\src\schema\tableColumnCom\columnFilterCom.ts               | TypeScript |        103 |          2 |          3 |        108 |
| d:\share2\electron-vue\src\schema\tableColumnCom\defaultCom.ts                    | TypeScript |        107 |         53 |          1 |        161 |
| d:\share2\electron-vue\src\schema\tableColumnCom\defaultHeaderCom.ts              | TypeScript |         40 |         12 |          7 |         59 |
| d:\share2\electron-vue\src\schema\tableColumnCom\showValueCom.ts                  | TypeScript |        104 |          2 |          1 |        107 |
| d:\share2\electron-vue\src\schema\tableDialogConfig.ts                            | TypeScript |         67 |          0 |          0 |         67 |
| d:\share2\electron-vue\src\schema\tableFn.ts                                      | TypeScript |        607 |         62 |         32 |        701 |
| d:\share2\electron-vue\src\schema\tableStaticData.ts                              | TypeScript |         19 |          0 |          2 |         21 |
| d:\share2\electron-vue\src\style.css                                              | PostCSS    |         89 |         25 |         22 |        136 |
| d:\share2\electron-vue\src\style\index.scss                                       | SCSS       |        216 |         27 |         35 |        278 |
| d:\share2\electron-vue\src\systemData\menuForm.ts                                 | TypeScript |         14 |          1 |          3 |         18 |
| d:\share2\electron-vue\src\types\schema.d.ts                                      | TypeScript |        570 |         15 |         84 |        669 |
| d:\share2\electron-vue\src\utils\equal.ts                                         | TypeScript |         31 |          1 |         12 |         44 |
| d:\share2\electron-vue\src\utils\styleBuilder.ts                                  | TypeScript |         88 |          0 |          3 |         91 |
| d:\share2\electron-vue\src\utils\utils.ts                                         | TypeScript |        285 |         25 |         26 |        336 |
| d:\share2\electron-vue\src\views\auth\login.vue                                   | Vue        |          5 |          0 |          3 |          8 |
| d:\share2\electron-vue\src\views\home.vue                                         | Vue        |          7 |          0 |          3 |         10 |
| d:\share2\electron-vue\src\views\index.vue                                        | Vue        |        287 |          3 |          5 |        295 |
| d:\share2\electron-vue\src\views\index1.vue                                       | Vue        |        119 |         10 |          2 |        131 |
| d:\share2\electron-vue\src\views\index10.vue                                      | Vue        |         90 |          0 |          3 |         93 |
| d:\share2\electron-vue\src\views\index11.vue                                      | Vue        |         58 |          0 |          1 |         59 |
| d:\share2\electron-vue\src\views\index2.vue                                       | Vue        |        116 |          5 |          3 |        124 |
| d:\share2\electron-vue\src\views\index3.vue                                       | Vue        |        116 |          5 |          3 |        124 |
| d:\share2\electron-vue\src\views\index4.vue                                       | Vue        |        168 |          7 |          5 |        180 |
| d:\share2\electron-vue\src\views\index5.vue                                       | Vue        |         51 |          1 |          3 |         55 |
| d:\share2\electron-vue\src\views\index6.vue                                       | Vue        |        146 |          0 |         13 |        159 |
| d:\share2\electron-vue\src\views\index7.vue                                       | Vue        |         10 |          0 |          3 |         13 |
| d:\share2\electron-vue\src\views\index8.vue                                       | Vue        |        251 |         63 |          7 |        321 |
| d:\share2\electron-vue\src\views\index9.vue                                       | Vue        |         85 |         64 |         10 |        159 |
| d:\share2\electron-vue\src\views\layout\ViewGrid.vue                              | Vue        |         23 |          0 |          3 |         26 |
| d:\share2\electron-vue\src\vite-env.d.ts                                          | TypeScript |          5 |          1 |          2 |          8 |
| d:\share2\electron-vue\src\vue-grid-layout.d.ts                                   | TypeScript |          1 |          0 |          0 |          1 |
| Total                                                                             |            |    258,424 |      6,617 |      1,028 |    266,069 |
+-----------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
